CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
LY,004,EL AL ISRAEL AIRLINES,2024-02-07T06:50:00,2024-02-07T06:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2024-02-07T06:50:00,2024-02-07T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3185,SAS,2024-02-07T06:50:00,2024-02-07T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-02-07T06:50:00,2024-02-07T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
LY,5101,EL AL ISRAEL AIRLINES,2024-02-07T06:55:00,2024-02-07T06:55:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-02-07T07:00:00,2024-02-07T07:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2024-02-07T07:00:00,2024-02-07T07:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
LY,361,EL AL ISRAEL AIRLINES,2024-02-07T07:00:00,2024-02-07T07:00:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-02-07T07:00:00,2024-02-07T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-02-07T07:05:00,2024-02-07T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-02-07T07:20:00,2024-02-07T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,551,EL AL ISRAEL AIRLINES,2024-02-07T07:30:00,2024-02-07T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-02-07T07:30:00,2024-02-07T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-02-07T07:45:00,2024-02-07T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-02-07T07:45:00,2024-02-07T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7438,DELTA AIRLINES,2024-02-07T07:45:00,2024-02-07T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-02-07T07:45:00,2024-02-07T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
6H,883,ISRAIR AIRLINES,2024-02-07T07:45:00,2024-02-07T07:45:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
6H,225,ISRAIR AIRLINES,2024-02-07T08:10:00,2024-02-07T08:10:00,D,RVN,ROVANIEMI,רובניימי,ROVANIEMI,פינלנד,FINLAND,3,,,ON TIME,בזמן
LY,024,EL AL ISRAEL AIRLINES,2024-02-07T08:20:00,2024-02-07T08:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,611,EL AL ISRAEL AIRLINES,2024-02-07T08:20:00,2024-02-07T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-02-07T08:20:00,2024-02-07T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
EK,2369,EMIRATES,2024-02-07T08:55:00,2024-02-07T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-02-07T08:55:00,2024-02-07T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,003,EL AL ISRAEL AIRLINES,2024-02-07T09:00:00,2024-02-07T09:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,5129,EL AL ISRAEL AIRLINES,2024-02-07T09:05:00,2024-02-07T09:05:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,ON TIME,בזמן
AA,9261,AMERICAN AIRLINES,2024-02-07T09:15:00,2024-02-07T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-02-07T09:15:00,2024-02-07T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-02-07T09:15:00,2024-02-07T09:15:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,315,EL AL ISRAEL AIRLINES,2024-02-07T09:15:00,2024-02-07T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
SK,3181,SAS,2024-02-07T09:15:00,2024-02-07T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
AM,7885,AERO MEXICO,2024-02-07T09:45:00,2024-02-07T09:45:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-02-07T09:45:00,2024-02-07T09:45:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3163,SAS,2024-02-07T09:45:00,2024-02-07T09:45:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
6H,044,ISRAIR AIRLINES,2024-02-07T10:00:00,2024-02-07T10:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
EK,2370,EMIRATES,2024-02-07T10:10:00,2024-02-07T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-02-07T10:10:00,2024-02-07T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-02-07T10:10:00,2024-02-07T10:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
IZ,603,ARKIA  ISRAELI  AIRLINES,2024-02-07T10:15:00,2024-02-07T10:15:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
EK,2450,EMIRATES,2024-02-07T10:20:00,2024-02-07T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2024-02-07T10:20:00,2024-02-07T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,640,ARKIA  ISRAELI  AIRLINES,2024-02-07T10:25:00,2024-02-07T10:25:00,A,CMB,COLOMBO-KATUNAYAKE,קולומבו,COLOMBO,סרילנקה,SRI LANKA,3,,,NOT FINAL,לא סופי
A4,5025,AZIMUTH AIRLINES,2024-02-07T10:55:00,2024-02-07T10:55:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
6H,047,ISRAIR AIRLINES,2024-02-07T11:00:00,2024-02-07T11:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-02-07T11:20:00,2024-02-07T11:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-02-07T11:20:00,2024-02-07T11:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-02-07T11:20:00,2024-02-07T11:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7425,DELTA AIRLINES,2024-02-07T11:20:00,2024-02-07T11:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EY,593,ETIHAD AIRWAYS,2024-02-07T11:20:00,2024-02-07T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,002,EL AL ISRAEL AIRLINES,2024-02-07T11:20:00,2024-02-07T11:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,9600,EL AL ISRAEL AIRLINES,2024-02-07T11:20:00,2024-02-07T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
EK,2451,EMIRATES,2024-02-07T11:35:00,2024-02-07T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1082,FLYDUBAI,2024-02-07T11:35:00,2024-02-07T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
EK,2363,EMIRATES,2024-02-07T11:40:00,2024-02-07T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-02-07T11:40:00,2024-02-07T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LX,254,SWISS INT`L  AIRLINES,2024-02-07T11:50:00,2024-02-07T11:50:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,973,EL AL ISRAEL AIRLINES,2024-02-07T11:50:00,2024-02-07T11:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
A3,926,AEGEAN  AIRLINES,2024-02-07T12:00:00,2024-02-07T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
JU,7620,AIR SERBIA,2024-02-07T12:00:00,2024-02-07T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
A4,5026,AZIMUTH AIRLINES,2024-02-07T12:05:00,2024-02-07T12:05:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
FR,9986,RYANAIR,2024-02-07T12:30:00,2024-02-07T12:30:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-02-07T12:35:00,2024-02-07T12:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
A3,927,AEGEAN  AIRLINES,2024-02-07T12:50:00,2024-02-07T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
EK,4978,EMIRATES,2024-02-07T12:50:00,2024-02-07T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
FB,1514,BULGARIA  AIR,2024-02-07T12:50:00,2024-02-07T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
JU,7621,AIR SERBIA,2024-02-07T12:50:00,2024-02-07T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
LX,255,SWISS INT`L  AIRLINES,2024-02-07T12:50:00,2024-02-07T12:50:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
EK,2364,EMIRATES,2024-02-07T12:55:00,2024-02-07T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1212,FLYDUBAI,2024-02-07T12:55:00,2024-02-07T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
AM,7871,AERO MEXICO,2024-02-07T13:00:00,2024-02-07T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-02-07T13:00:00,2024-02-07T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-02-07T13:00:00,2024-02-07T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
DL,7430,DELTA AIRLINES,2024-02-07T13:00:00,2024-02-07T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
EY,594,ETIHAD AIRWAYS,2024-02-07T13:00:00,2024-02-07T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,007,EL AL ISRAEL AIRLINES,2024-02-07T13:00:00,2024-02-07T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,9601,EL AL ISRAEL AIRLINES,2024-02-07T13:00:00,2024-02-07T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
EK,2345,EMIRATES,2024-02-07T13:05:00,2024-02-07T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1125,FLYDUBAI,2024-02-07T13:05:00,2024-02-07T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-02-07T13:10:00,2024-02-07T13:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,ON TIME,בזמן
FR,9987,RYANAIR,2024-02-07T13:20:00,2024-02-07T13:20:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,,,ON TIME,בזמן
BZ,701,BLUE BIRD AIRWAYS,2024-02-07T13:30:00,2024-02-07T13:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
B6,6466,JETBLUE AIRWAYS CORPORATION,2024-02-07T13:30:00,2024-02-07T13:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7436,DELTA AIRLINES,2024-02-07T13:30:00,2024-02-07T13:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,016,EL AL ISRAEL AIRLINES,2024-02-07T13:30:00,2024-02-07T13:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
6H,884,ISRAIR AIRLINES,2024-02-07T13:30:00,2024-02-07T13:30:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,574,EL AL ISRAEL AIRLINES,2024-02-07T13:35:00,2024-02-07T13:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
LY,375,EL AL ISRAEL AIRLINES,2024-02-07T13:40:00,2024-02-07T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,ON TIME,בזמן
TP,8920,AIR PORTUGAL,2024-02-07T13:40:00,2024-02-07T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,ON TIME,בזמן
LY,552,EL AL ISRAEL AIRLINES,2024-02-07T13:45:00,2024-02-07T13:45:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
6H,048,ISRAIR AIRLINES,2024-02-07T13:45:00,2024-02-07T13:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
AM,7874,AERO MEXICO,2024-02-07T13:50:00,2024-02-07T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-02-07T13:50:00,2024-02-07T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,006,EL AL ISRAEL AIRLINES,2024-02-07T13:50:00,2024-02-07T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,5107,EL AL ISRAEL AIRLINES,2024-02-07T14:05:00,2024-02-07T14:05:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
AF,962,AIR FRANCE,2024-02-07T14:20:00,2024-02-07T14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-02-07T14:20:00,2024-02-07T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7442,DELTA AIRLINES,2024-02-07T14:20:00,2024-02-07T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,8457,DELTA AIRLINES,2024-02-07T14:20:00,2024-02-07T14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
EK,2346,EMIRATES,2024-02-07T14:20:00,2024-02-07T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1126,FLYDUBAI,2024-02-07T14:20:00,2024-02-07T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,026,EL AL ISRAEL AIRLINES,2024-02-07T14:20:00,2024-02-07T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-02-07T14:30:00,2024-02-07T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
BZ,702,BLUE BIRD AIRWAYS,2024-02-07T14:30:00,2024-02-07T14:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
LY,386,EL AL ISRAEL AIRLINES,2024-02-07T14:30:00,2024-02-07T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
6H,725,ISRAIR AIRLINES,2024-02-07T14:30:00,2024-02-07T14:30:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
6H,767,ISRAIR AIRLINES,2024-02-07T14:45:00,2024-02-07T14:45:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
LY,2366,EL AL ISRAEL AIRLINES,2024-02-07T14:55:00,2024-02-07T14:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-02-07T15:00:00,2024-02-07T15:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-02-07T15:15:00,2024-02-07T15:15:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,362,EL AL ISRAEL AIRLINES,2024-02-07T15:25:00,2024-02-07T15:25:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
AC,9020,AIR CANADA,2024-02-07T15:30:00,2024-02-07T15:30:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LH,686,LUFTHANSA,2024-02-07T15:30:00,2024-02-07T15:30:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
NH,5459,ALL NIPPON AIRWAYS,2024-02-07T15:30:00,2024-02-07T15:30:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SN,7173,BRUSSELS AIRLINES,2024-02-07T15:30:00,2024-02-07T15:30:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
UA,9120,UNITED AIRLINES,2024-02-07T15:30:00,2024-02-07T15:30:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,2372,EL AL ISRAEL AIRLINES,2024-02-07T15:35:00,2024-02-07T15:35:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,343,EL AL ISRAEL AIRLINES,2024-02-07T15:35:00,2024-02-07T15:35:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
SK,3154,SAS,2024-02-07T15:35:00,2024-02-07T15:35:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SK,3191,SAS,2024-02-07T15:35:00,2024-02-07T15:35:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
LY,346,EL AL ISRAEL AIRLINES,2024-02-07T15:45:00,2024-02-07T15:45:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
LY,387,EL AL ISRAEL AIRLINES,2024-02-07T15:45:00,2024-02-07T15:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3183,SAS,2024-02-07T15:45:00,2024-02-07T15:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
LY,5102,EL AL ISRAEL AIRLINES,2024-02-07T15:50:00,2024-02-07T15:50:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
6H,662,ISRAIR AIRLINES,2024-02-07T15:50:00,2024-02-07T15:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
AF,963,AIR FRANCE,2024-02-07T15:55:00,2024-02-07T15:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,382,EL AL ISRAEL AIRLINES,2024-02-07T16:00:00,2024-02-07T16:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3184,SAS,2024-02-07T16:00:00,2024-02-07T16:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,358,EL AL ISRAEL AIRLINES,2024-02-07T16:05:00,2024-02-07T16:05:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
AM,7851,AERO MEXICO,2024-02-07T16:10:00,2024-02-07T16:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
LY,339,EL AL ISRAEL AIRLINES,2024-02-07T16:10:00,2024-02-07T16:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
