CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
TG,5483,THAI AIRWAYS,2024-02-05T06:15:00,2024-02-05T06:08:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
VN,3299,VIETNAM AIRLINES,2024-02-05T06:15:00,2024-02-05T06:08:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
LY,357,EL AL ISRAEL AIRLINES,2024-02-05T06:10:00,2024-02-05T06:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,34-55,B,ON TIME,בזמן
SK,3165,SAS,2024-02-05T06:10:00,2024-02-05T06:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,34-55,B,ON TIME,בזמן
AA,9263,AMERICAN AIRLINES,2024-02-05T06:00:00,2024-02-05T06:15:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,34-55,B,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-02-05T06:00:00,2024-02-05T06:15:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,34-55,B,ON TIME,בזמן
LY,353,EL AL ISRAEL AIRLINES,2024-02-05T06:00:00,2024-02-05T06:15:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,34-55,B,ON TIME,בזמן
SK,3157,SAS,2024-02-05T06:00:00,2024-02-05T06:15:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,34-55,B,ON TIME,בזמן
AA,9265,AMERICAN AIRLINES,2024-02-05T06:15:00,2024-02-05T06:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,ON TIME,בזמן
AM,7879,AERO MEXICO,2024-02-05T06:15:00,2024-02-05T06:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-02-05T06:15:00,2024-02-05T06:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-02-05T06:10:00,2024-02-05T06:30:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-55,B,ON TIME,בזמן
IB,2392,IBERIA,2024-02-05T06:30:00,2024-02-05T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,34-55,B,ON TIME,בזמן
IB,2394,IBERIA,2024-02-05T06:15:00,2024-02-05T06:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2024-02-05T06:10:00,2024-02-05T06:30:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,34-55,B,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2024-02-05T06:10:00,2024-02-05T06:30:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-55,B,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2024-02-05T06:30:00,2024-02-05T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,34-55,B,ON TIME,בזמן
LY,395,EL AL ISRAEL AIRLINES,2024-02-05T06:15:00,2024-02-05T06:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,ON TIME,בזמן
SK,3167,SAS,2024-02-05T06:10:00,2024-02-05T06:30:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-55,B,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2024-02-05T06:10:00,2024-02-05T06:30:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-55,B,ON TIME,בזמן
LY,004,EL AL ISRAEL AIRLINES,2024-02-05T06:50:00,2024-02-05T06:37:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,381,EL AL ISRAEL AIRLINES,2024-02-05T06:50:00,2024-02-05T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,34-55,B,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-02-05T06:50:00,2024-02-05T06:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-55,B,ON TIME,בזמן
SK,3185,SAS,2024-02-05T06:50:00,2024-02-05T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,34-55,B,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-02-05T06:50:00,2024-02-05T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,34-55,B,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-02-05T07:00:00,2024-02-05T07:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G14-G18,G,ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2024-02-05T07:00:00,2024-02-05T07:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,34-55,B,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-02-05T07:00:00,2024-02-05T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,34-55,B,ON TIME,בזמן
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-02-05T00:05:00,2024-02-05T07:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,34-55,B,DELAYED,עיכוב
DL,7441,DELTA AIRLINES,2024-02-05T00:05:00,2024-02-05T07:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,34-55,B,DELAYED,עיכוב
LY,025,EL AL ISRAEL AIRLINES,2024-02-05T00:05:00,2024-02-05T07:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,34-55,B,DELAYED,עיכוב
LY,2365,EL AL ISRAEL AIRLINES,2024-02-05T07:05:00,2024-02-05T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,34-55,B,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2024-02-05T07:30:00,2024-02-05T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,34-55,B,ON TIME,בזמן
LY,5119,EL AL ISRAEL AIRLINES,2024-02-05T07:30:00,2024-02-05T07:30:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,34-55,B,ON TIME,בזמן
LY,551,EL AL ISRAEL AIRLINES,2024-02-05T07:30:00,2024-02-05T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,34-55,B,ON TIME,בזמן
SK,3189,SAS,2024-02-05T07:30:00,2024-02-05T07:30:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,34-55,B,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-02-05T07:30:00,2024-02-05T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G1-G5,G,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-02-05T07:20:00,2024-02-05T07:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,26-29,A,ON TIME,בזמן
6H,885,ISRAIR AIRLINES,2024-02-05T08:10:00,2024-02-05T08:10:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,23-26,A,ON TIME,בזמן
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-02-05T07:45:00,2024-02-05T08:20:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-02-05T07:45:00,2024-02-05T08:20:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
DL,7438,DELTA AIRLINES,2024-02-05T07:45:00,2024-02-05T08:20:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,018,EL AL ISRAEL AIRLINES,2024-02-05T07:45:00,2024-02-05T08:20:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,611,EL AL ISRAEL AIRLINES,2024-02-05T08:20:00,2024-02-05T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,34-55,B,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-02-05T08:20:00,2024-02-05T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,34-55,B,ON TIME,בזמן
6H,725,ISRAIR AIRLINES,2024-02-05T08:30:00,2024-02-05T08:30:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,20-23,A,ON TIME,בזמן
LY,003,EL AL ISRAEL AIRLINES,2024-02-05T09:00:00,2024-02-05T09:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,34-55,B,ON TIME,בזמן
EK,2369,EMIRATES,2024-02-05T08:55:00,2024-02-05T09:07:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,FINAL,סופי
FZ,1549,FLYDUBAI,2024-02-05T08:55:00,2024-02-05T09:07:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,FINAL,סופי
AA,9261,AMERICAN AIRLINES,2024-02-05T09:15:00,2024-02-05T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,34-55,B,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-02-05T09:15:00,2024-02-05T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,34-55,B,ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-02-05T09:15:00,2024-02-05T09:15:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,315,EL AL ISRAEL AIRLINES,2024-02-05T09:15:00,2024-02-05T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,34-55,B,ON TIME,בזמן
SK,3181,SAS,2024-02-05T09:15:00,2024-02-05T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,34-55,B,ON TIME,בזמן
6H,044,ISRAIR AIRLINES,2024-02-05T10:00:00,2024-02-05T10:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
AM,7868,AERO MEXICO,2024-02-05T10:20:00,2024-02-05T10:02:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-02-05T10:20:00,2024-02-05T10:02:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-02-05T10:20:00,2024-02-05T10:02:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
DL,7425,DELTA AIRLINES,2024-02-05T10:20:00,2024-02-05T10:02:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,002,EL AL ISRAEL AIRLINES,2024-02-05T10:20:00,2024-02-05T10:02:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
A4,5025,AZIMUTH AIRLINES,2024-02-05T10:05:00,2024-02-05T10:05:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
EK,2370,EMIRATES,2024-02-05T10:10:00,2024-02-05T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-02-05T10:10:00,2024-02-05T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
EK,2450,EMIRATES,2024-02-05T10:20:00,2024-02-05T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2024-02-05T10:20:00,2024-02-05T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-02-05T10:20:00,2024-02-05T10:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G14-G18,G,ON TIME,בזמן
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-02-05T10:30:00,2024-02-05T10:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,16-19,A,ON TIME,בזמן
HY,301,UZBEKISTAN AIR,2024-02-05T10:35:00,2024-02-05T10:35:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,NOT FINAL,לא סופי
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-02-05T10:40:00,2024-02-05T10:40:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,12-16,A,ON TIME,בזמן
IZ,777,ARKIA  ISRAELI  AIRLINES,2024-02-05T11:00:00,2024-02-05T11:00:00,A,CPH,COPENHAGEN KASTRUP,קופנהאגן,COPENHAGEN,דנמרק,DENMARK,3,,,CANCELED,מבוטלת
A4,5026,AZIMUTH AIRLINES,2024-02-05T11:05:00,2024-02-05T11:05:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,1-3,A,ON TIME,בזמן
EY,593,ETIHAD AIRWAYS,2024-02-05T11:20:00,2024-02-05T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FR,1842,RYANAIR,2024-02-05T11:20:00,2024-02-05T11:20:00,A,FKB,BADEN BADEN,באדן באדן,BADEN BADEN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,9600,EL AL ISRAEL AIRLINES,2024-02-05T11:20:00,2024-02-05T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
EK,2451,EMIRATES,2024-02-05T11:35:00,2024-02-05T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
FZ,1082,FLYDUBAI,2024-02-05T11:35:00,2024-02-05T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
EK,2363,EMIRATES,2024-02-05T11:40:00,2024-02-05T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-02-05T11:40:00,2024-02-05T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
AM,7885,AERO MEXICO,2024-02-05T09:00:00,2024-02-05T11:45:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-55,B,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-02-05T09:00:00,2024-02-05T11:45:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-55,B,ON TIME,בזמן
LY,613,EL AL ISRAEL AIRLINES,2024-02-05T11:45:00,2024-02-05T11:45:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,34-55,B,ON TIME,בזמן
SK,3163,SAS,2024-02-05T09:00:00,2024-02-05T11:45:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-55,B,ON TIME,בזמן
6H,047,ISRAIR AIRLINES,2024-02-05T11:45:00,2024-02-05T11:45:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G1-G5,G,ON TIME,בזמן
LY,973,EL AL ISRAEL AIRLINES,2024-02-05T11:50:00,2024-02-05T11:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-55,B,ON TIME,בזמן
A3,926,AEGEAN  AIRLINES,2024-02-05T12:00:00,2024-02-05T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
JU,7620,AIR SERBIA,2024-02-05T12:00:00,2024-02-05T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,542,EL AL ISRAEL AIRLINES,2024-02-05T12:05:00,2024-02-05T12:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
FR,1843,RYANAIR,2024-02-05T12:10:00,2024-02-05T12:10:00,D,FKB,BADEN BADEN,באדן באדן,BADEN BADEN,גרמניה,GERMANY,3,22-26,A,ON TIME,בזמן
HY,302,UZBEKISTAN AIR,2024-02-05T12:35:00,2024-02-05T12:35:00,D,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,7-11,A,ON TIME,בזמן
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-02-05T12:35:00,2024-02-05T12:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
FR,5389,RYANAIR,2024-02-05T12:45:00,2024-02-05T12:45:00,A,FMM,MEMMINGEN,ממינגן,MEMMINGEN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
A3,927,AEGEAN  AIRLINES,2024-02-05T12:50:00,2024-02-05T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
EK,4978,EMIRATES,2024-02-05T12:50:00,2024-02-05T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
FB,1514,BULGARIA  AIR,2024-02-05T12:50:00,2024-02-05T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
JU,7621,AIR SERBIA,2024-02-05T12:50:00,2024-02-05T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
EK,2364,EMIRATES,2024-02-05T12:55:00,2024-02-05T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
FZ,1212,FLYDUBAI,2024-02-05T12:55:00,2024-02-05T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
EY,594,ETIHAD AIRWAYS,2024-02-05T13:00:00,2024-02-05T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,16-21,A,ON TIME,בזמן
LY,9601,EL AL ISRAEL AIRLINES,2024-02-05T13:00:00,2024-02-05T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,16-21,A,ON TIME,בזמן
AM,7874,AERO MEXICO,2024-02-05T13:50:00,2024-02-05T13:01:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-02-05T13:50:00,2024-02-05T13:01:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
DL,7429,DELTA AIRLINES,2024-02-05T13:50:00,2024-02-05T13:01:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,006,EL AL ISRAEL AIRLINES,2024-02-05T13:50:00,2024-02-05T13:01:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
EK,2345,EMIRATES,2024-02-05T13:05:00,2024-02-05T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1125,FLYDUBAI,2024-02-05T13:05:00,2024-02-05T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
WZ,015,RED WINGS AIRLINES,2024-02-05T13:20:00,2024-02-05T13:20:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
BZ,701,BLUE BIRD AIRWAYS,2024-02-05T13:30:00,2024-02-05T13:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-02-05T13:30:00,2024-02-05T13:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G14-G18,G,ON TIME,בזמן
FR,5390,RYANAIR,2024-02-05T13:35:00,2024-02-05T13:35:00,D,FMM,MEMMINGEN,ממינגן,MEMMINGEN,גרמניה,GERMANY,3,22-26,A,ON TIME,בזמן
LY,574,EL AL ISRAEL AIRLINES,2024-02-05T13:35:00,2024-02-05T13:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
LY,375,EL AL ISRAEL AIRLINES,2024-02-05T13:40:00,2024-02-05T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,34-55,B,ON TIME,בזמן
TP,8920,AIR PORTUGAL,2024-02-05T13:40:00,2024-02-05T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,34-55,B,ON TIME,בזמן
LY,552,EL AL ISRAEL AIRLINES,2024-02-05T13:45:00,2024-02-05T13:45:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
B6,6466,JETBLUE AIRWAYS CORPORATION,2024-02-05T13:30:00,2024-02-05T13:51:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
DL,7436,DELTA AIRLINES,2024-02-05T13:30:00,2024-02-05T13:51:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,016,EL AL ISRAEL AIRLINES,2024-02-05T13:30:00,2024-02-05T13:51:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
6H,886,ISRAIR AIRLINES,2024-02-05T13:55:00,2024-02-05T13:55:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,5107,EL AL ISRAEL AIRLINES,2024-02-05T14:05:00,2024-02-05T14:05:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,34-55,B,ON TIME,בזמן
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-02-05T14:20:00,2024-02-05T14:09:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
DL,7442,DELTA AIRLINES,2024-02-05T14:20:00,2024-02-05T14:09:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,026,EL AL ISRAEL AIRLINES,2024-02-05T14:20:00,2024-02-05T14:09:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
WZ,4312,RED WINGS AIRLINES,2024-02-05T14:15:00,2024-02-05T14:15:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,1-3,A,ON TIME,בזמן
EK,2346,EMIRATES,2024-02-05T14:20:00,2024-02-05T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
FZ,1126,FLYDUBAI,2024-02-05T14:20:00,2024-02-05T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-33,A,ON TIME,בזמן
6H,048,ISRAIR AIRLINES,2024-02-05T14:25:00,2024-02-05T14:25:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-02-05T14:30:00,2024-02-05T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
BZ,702,BLUE BIRD AIRWAYS,2024-02-05T14:30:00,2024-02-05T14:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,4-6,A,ON TIME,בזמן
LY,386,EL AL ISRAEL AIRLINES,2024-02-05T14:30:00,2024-02-05T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,5101,EL AL ISRAEL AIRLINES,2024-02-05T14:30:00,2024-02-05T14:30:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,34-55,B,ON TIME,בזמן
LY,2366,EL AL ISRAEL AIRLINES,2024-02-05T14:55:00,2024-02-05T14:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
